,raw_text,aspects,sentiments
3401,"As if the 2 hour wait wasn't bad enough, the host/manager was so busy flirting with attractive female customers, he didn't seem to notice we had been sitting at the bar and we ended up missing his call.","['host/manager', 'bar']","['negative', 'neutral']"
3402,We could have made a meal of the yummy dumplings from the dumpling menu.,"['meal', 'dumplings', 'dumpling menu']","['neutral', 'positive', 'neutral']"
3403,Our meals were a moderate portion and they weren't too spicy.,"['meals', 'portion']","['neutral', 'negative']"
3404,large portions so unless you are of large stature you should not get 2 appetizers.,"['portions', 'appetizers']","['positive', 'neutral']"
3405,"While being shown to our table by a hostess, we were welcomed by Lidia Bastianich herself and seated at a great table in the dining room -- not too secluded, but not noisy.","['hostess', 'seated']","['neutral', 'positive']"
3406,this is the style of cooking that takes normal dishes to new highs.,"['style of cooking', 'dishes']","['positive', 'negative']"
3407,"Fantastic flavor, but certainly not worth the high price of the small glass.","['flavor', 'price', 'glass']","['positive', 'negative', 'negative']"
3408,"even if you have to wait for a spot at the bar to wait for your table, the music and design of the space create an ambiance that is simultaneously chic and comfortable - something extraordinarily difficult to find in this city.","['spot', 'bar', 'space', 'ambiance']","['neutral', 'neutral', 'positive', 'positive']"
3409,The only thing that was a little annoying was that the hostess didnt want to let us finish our first drinks at the bar and kept rushing us to sit down.,"['hostess', 'drinks', 'bar']","['negative', 'neutral', 'neutral']"
3410,"My only two complaints are that (1) our server was a real space cadet and kinda inattentive and (2) the sodas were really small; overall, though, I had a great time and really enjoyed my dinner!","['space', 'dinner']","['neutral', 'positive']"
3411,"The fact that the resteraunt staff couldn't even keep a reservation straight, not to mention that after screwing up, they told us to go scratch and made us wait almost 2 hours.","['resteraunt staff', 'reservation']","['negative', 'neutral']"
3412,The portions were overly generous for both the apps and entrees without sacrificing the quality.,"['portions', 'apps']","['negative', 'positive']"
3413,"While dining, none of us were impressed with the food.","['dining', 'food']","['neutral', 'negative']"
3414,"Ziti Bolognese is baked in a similar sauce, with ground meat mixed in and cheese melted on top--the menu offers many variations on this theme.","['Ziti Bolognese', 'menu']","['neutral', 'positive']"
3415,Our server lamely offered a free after-dinner drink to make up for it after he failed to even ask how the food was once it was served.,"['after-dinner drink', 'food']","['positive', 'neutral']"
3416,"Even if you're just a middling junior exec, staff service makes you feel like a board member.","['exec', 'staff service']","['neutral', 'positive']"
3417,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.","['appetizer selection', 'menu']","['negative', 'neutral']"
3418,my sister asked for iced tea twice and the waitress said they didn't have.,"['iced tea', 'waitress']","['neutral', 'negative']"
3419,The service could be better but the management (Mariano) is quite helpful if there are any problems.,"['service', 'Mariano']","['neutral', 'positive']"
3420,"Evening started out nice w/ complimentary glass of champagne, but turned sour as mussels were extremely overcooked, steak came in kid size portion smothered with sauce and owner recommended a wine special off the standard wine menu that was double the price of the most expensive bottle but made no effort to describe the wine as extremely special or significantly more expensive that what they typically serve.","['glass of champagne', 'mussels', 'steak', 'portion smothered with sauce', 'owner recommended', 'price']","['positive', 'negative', 'negative', 'negative', 'negative', 'negative']"
3421,"We enjoyed the Raw Bar Special which was choice of 6 raw oysters or clams and a drink (house wine: red or white, or a beer) for only $8.","['Raw Bar Special', 'raw oysters', 'clams', 'drink', 'white', 'beer']","['positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3422,"Twister shrimp - too salty and nothing spectacular; Mango sorbet - so flavorful and rich, it tasted like ice cream!","['Twister shrimp', 'Mango sorbet', 'ice cream']","['negative', 'positive', 'positive']"
3423,"If you are expecting big portions, go find a Cheesecake Factory.","['portions', 'Cheesecake Factory']","['positive', 'neutral']"
3424,"We explained that we had left a standard 15% on food, and a slightly smaller percentage on alcohol (At least 10%).","['food', 'percentage']","['neutral', 'negative']"
3425,better for dining with friends/significant others.,"['dining', 'others']","['positive', 'neutral']"
3426,"Subtle decor, above average wine list and a menu with a difference.","['decor', 'wine list', 'menu']","['positive', 'positive', 'neutral']"
3427,Our waiter (the one with the Spanish accent) was a bit pre-occupied with other things- hardly coming around to the table and nowhere to be seen most of the time.,"['waiter', 'time']","['negative', 'neutral']"
3428,"The Scene Less trendy than Plan Eat Thailand, less crowded than Veracruz and infinitely more charming is Bean, a Mexican spot on Bedford Avenue's college-town-like stretch.","['Bean', 'Mexican spot']","['positive', 'neutral']"
3429,Great wine list with an extra expensive selection for all you big spenders.,"['wine list', 'selection']","['positive', 'negative']"
3430,"And toppings are not the best way to go here, and if you do, choose wisely -- it is a very thin crust that can't support much more than the fine sauce and sublime cheese it already has.","['toppings', 'cheese']","['negative', 'positive']"
3431,The salsa always tastes like V8 with onion pieces.,"['salsa', 'onion pieces']","['positive', 'neutral']"
3432,"This is one of two Ping's in Queens, the other one on Queens Blvd in Elmhurst serves great seafood dishes fished straight off clean tanks.","['Ping', 'seafood dishes']","['neutral', 'positive']"
3433,I always trek to Bar 89 and get one of their huge sandwiches that comes with fries.,"['Bar', 'sandwiches', 'fries']","['neutral', 'positive', 'neutral']"
3434,"Expect to be cramped and you may have to wait a little for your food, but the service is really friendly and helpful.","['food', 'service']","['neutral', 'positive']"
3435,The waitress told me that their dessert chef was trained in Sicily.,"['waitress', 'dessert chef']","['negative', 'neutral']"
3436,Each course was accompanied by a new wine.,"['course', 'wine']","['neutral', 'positive']"
3437,"Although, a limited menu, we had no trouble picking out our delicious meal.","['menu', 'meal']","['negative', 'positive']"
3438,"The festive crew serves from a gigantic menu of American classics: chili, burgers, cobb salads, baked potatoes, wings, philly cheesesteaks, club sandwiches, you name it.","['festive crew', 'menu', 'chili', 'burgers', 'baked potatoes', 'wings', 'club sandwiches']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3439,It was there that we ordered dinner by starting out with the foie gras mousse which was a wonderful a reccomendation by the waiter.,"['dinner', 'foie gras mousse', 'waiter']","['neutral', 'positive', 'positive']"
3440,"We had a late 9:30 pm reservation; when we arrived and went to be seated, there was some type of discrepancy since the hostess was missing in action.","['reservation', 'hostess']","['neutral', 'negative']"
3441,Service was bad enough that we decided to head out after the first round of drinks.,"['Service', 'drinks']","['negative', 'neutral']"
3442,Mojitos were good and prices werent bad but sides should be included in price as portions are tiny.,"['Mojitos', 'prices', 'portions']","['positive', 'negative', 'negative']"
3443,"When asked to compare between two dishes, the server said whatever you like.","['dishes', 'server']","['neutral', 'negative']"
3444,"The bar tender didn't know where the tea was, waiters started making the drinks if the bar tender wasn't around.","['tea', 'waiters', 'drinks']","['neutral', 'negative', 'neutral']"
3445,i had a horrible experience with a waiter while trying to have breakfast friday morning.,"['waiter', 'breakfast']","['negative', 'neutral']"
3446,"I have been surrounded with Indian food my entire life, and my lunch time experience at Devi was absolute bliss.","['Indian food', 'lunch']","['neutral', 'positive']"
3447,"tender grilled calamari, shrimp with spinach in puff pastry, delicious fried brie.","['tender grilled calamari', 'shrimp with spinach in puff pastry', 'fried brie']","['neutral', 'neutral', 'positive']"
3448,"I always get cantonese wonton noodle soup here, but the chicken is also almost always good.","['wonton noodle soup', 'chicken']","['neutral', 'positive']"
3449,"Get the bacon (best ever, hands down) and shrimp cocktail to start and steak for how many ever to finish.","['bacon', 'shrimp cocktail', 'steak']","['positive', 'neutral', 'neutral']"
3450,"The waiters can shoot off a 5 minute long list of specials, and they know the menu very well.","['waiters', 'menu']","['positive', 'neutral']"
3451,Another hostess came by and told us that since we were now 5 we were a different table and couldnt' stay.,"['hostess', 'table']","['negative', 'neutral']"
3452,They cook the cheese so that it turns a nice brown color and it is absolutely the best pizza I've ever had in New York.,"['cheese', 'pizza']","['neutral', 'positive']"
3453,"The staff is constantly disappearing from the restaurant, making it impossible to get drink refills or to get the check.","['staff', 'drink']","['negative', 'neutral']"
3454,Reservations for parties under 5 people isn't allowed but their yummy cocktails and handsome waiters help soothe the pain.,"['Reservations', 'waiters']","['neutral', 'positive']"
3455,"The Scene With three outposts around town, Sarabeth's Kitchen has become a well-known and reliable spot for casual dining at breakfast, lunch or dinner.","['Scene', 'Kitchen', 'spot', 'dining', 'breakfast', 'lunch', 'dinner']","['neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']"
3456,"I had fried chicken of which KFC runs circles around, and the fries were a knock off of poor burger king spuds.","['fries', 'burger']","['neutral', 'negative']"
3457,"The menu of upscale American fare is somewhat intimidating as there are almost too many choices, but our wonderful waiter Eric came to the rescue suggesting and describing specials as if he had just polished off dinner himself.","['menu', 'waiter']","['neutral', 'positive']"
3458,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm.","['marinara/arrabiatta sauce', 'mozzarella en']","['positive', 'neutral']"
3459,We were not offered the dessert menu and that waiter was so rude!~ I was very offended after a good meal.,"['dessert menu', 'waiter']","['neutral', 'negative']"
3460,The manager sent us a complimentary glass of wine for the steak not being cooked like he wanted.,"['manager', 'glass of wine', 'steak']","['negative', 'neutral', 'neutral']"
3461,"Don't let the ambiance of this place fool you, the food is far better than many pricey establishments.","['ambiance', 'food']","['negative', 'positive']"
3462,"The entrees tasted like microwaveable meals, the appetizers were ordinary, the sauces seemed like they came from a bottle, and the dessert was worse than packaged food.","['entrees', 'meals', 'appetizers', 'sauces', 'dessert', 'food']","['negative', 'neutral', 'negative', 'negative', 'negative', 'neutral']"
3463,"After asking the waiter for a few minutes to look over the menu, we had to call out several times over 15 minutes to get him to come back to our table.","['waiter', 'menu', 'table']","['negative', 'neutral', 'neutral']"
3464,"If the waitress had been remotely available or had come by to enquire about our food, I certainly would have sent it back, but since I was being taken out for a birthday dinner I did not want to make a fuss.","['waitress', 'food', 'dinner']","['negative', 'neutral', 'neutral']"
3465,"Food tasted good (for the most part), but it is customary to ask people how they would like their steak done (all 5 of ours were RAW.","['Food', 'steak']","['positive', 'negative']"
3466,"The pot pie, pork chop and chicken were cleaned off the plates so well they didn't need washing.","['pot pie', 'pork chop', 'chicken', 'plates']","['neutral', 'neutral', 'neutral', 'positive']"
3467,our dinner was marred by painfully slow service.,"['dinner', 'service']","['neutral', 'negative']"
3468,Drinks are overpriced; wine list is good.,"['Drinks', 'wine list']","['negative', 'positive']"
3469,I was interrupted by the waiter to say that when we are done with dinner he'd bring one.,"['waiter', 'dinner']","['negative', 'neutral']"
3470,"The other side of the menu offers chicken, veal, and seafood standards, including perfect saltimbocca and a huge, succulent veal chop.","['menu', 'chicken', 'seafood', 'saltimbocca', 'veal chop']","['neutral', 'neutral', 'neutral', 'positive', 'positive']"
3471,There was only one server on duty and we waited a while for menus.,"['server', 'menus']","['positive', 'neutral']"
3472,"The food was so not Shanghai, but apparently those in the crowded dining room and waiting for tables wouldn't know the difference.","['food', 'tables']","['negative', 'neutral']"
3473,"Great place to meet friends or co workers for drinks, dinner or both.","['workers', 'drinks', 'dinner', 'place']","['neutral', 'neutral', 'neutral', 'positive']"
3474,"After waiting to get a table for over a half hour even though we had reservations, we went up to the host.","['waiting', 'reservations', 'host']","['negative', 'neutral', 'neutral']"
3475,While the food was good (certainly no Il Mulino) the service was horrendous.,"['food', 'service']","['positive', 'negative']"
3476,"Went to dinner with friends, food was good, but the waitress was snippy, gave several exasperated sighs, kept pushing us to order more wine - on a sunday night - and now I realize that she added an eztra 20% to my debit charge.","['dinner', 'food', 'wine']","['neutral', 'positive', 'positive']"
3477,"The two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.","['menus', 'music selection', 'ambiance']","['neutral', 'neutral', 'negative']"
3478,"I go in for lunch whenever I can and have the thinnest sliced pastrami, along with fresh cut home-made potato chips.","['lunch', 'potato chips']","['neutral', 'positive']"
3479,The kids really enjoyed their food and the value on the kids menu is good.,"['food', 'value', 'menu']","['positive', 'positive', 'neutral']"
3480,"Great decor, expensive drinks but worth the price, but the music is bland and the crowd is very cheezy.","['decor', 'price']","['positive', 'negative']"
3481,Could have gone to Pastis for a salad three times the size for the same price.,"['salad', 'size', 'price']","['neutral', 'positive', 'negative']"
3482,"Friendly service, and outdoor seating in the warm months, eases the crush.","['service', 'seating']","['positive', 'neutral']"
3483,We asked for the check and had to wait 20mins for the waitress to come back and take our card.,"['check', 'waitress']","['neutral', 'negative']"
3484,"Besides, they used to be much more accommodating when I used to request a jalebi paratha instad of a plain naan as part of the brunch price.","['naan', 'brunch price']","['negative', 'neutral']"
3485,"Crowds do come on weekends, so be sure to make reservations.","['Crowds', 'reservations']","['negative', 'neutral']"
3486,"When I really need good pizza I fly in From Arizona for a few pies, go to friends house , freeze them and fly home.","['pizza', 'pies']","['positive', 'neutral']"
3487,Conversation went like this: waiter: presented the steak and said 'Meduim well',"['waiter', 'steak']","['negative', 'neutral']"
3488,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,"['chef app', 'dessert', 'Cakebread Cabernet']","['positive', 'neutral', 'positive']"
3489,"However, the food, once you get over the price, was very good.","['food', 'price']","['positive', 'negative']"
3490,"she never once checked on us after serving our drinks, we asked another waitress about our sandwiches, she attempted to check on them but didn't really get an answer.","['drinks', 'waitress', 'sandwiches']","['neutral', 'negative', 'neutral']"
3491,We sat there with the check and ordered dessert and more drinks.,"['check', 'dessert', 'drinks']","['neutral', 'neutral', 'positive']"
3492,"If you want to avoid the long lines, arrive at 5:00 PM and have an early dinner.","['lines', 'dinner']","['negative', 'neutral']"
3493,": after ordering a bottle of wine (which was originally, inexplicably mistaken for 2 glasses of it), the (2) waitresses in charge of the outdoor space claimed that the bottle was right there in the only cooler used to service about 10 tables.","['bottle of wine', 'glasses', 'waitresses', 'outdoor space', 'service']","['neutral', 'neutral', 'negative', 'neutral', 'neutral']"
3494,"We were coldly greeted by a hostess and wait staff who, in spite of our reservation, did not want to seat any of us, including the elderly, until our entire party had arrived.","['hostess', 'wait staff', 'reservation']","['negative', 'negative', 'neutral']"
3495,"and although the service is a little slow, the lax atmosphere allows you to drink and eat away the afternoon or evening and not even care.","['service', 'atmosphere', 'afternoon']","['negative', 'positive', 'neutral']"
3496,I was expecting an average meal and was really pleased to get an awesome dinner - and it was pretty cheap too.,"['meal', 'dinner']","['neutral', 'positive']"
3497,"The service and surroundings couldn't have been better, but the food was very disapointing at best.","['surroundings', 'food']","['positive', 'negative']"
3498,"We heard two different servers telling tables about these specials, and when we asked to hear them, they wouldn't tell us them.","['servers', 'specials']","['negative', 'neutral']"
3499,"Up front, a large bay window provides a basement view of the neighborhood; at the rear, the tiny open kitchen serves up a limited variety of dishes: fish and chips, Thai chicken and hamburgers with caramelized onions all co-exist without any concerns about culinary common ground.","['dishes', 'fish', 'hamburgers with caramelized onions']","['negative', 'neutral', 'neutral']"
3500,"The Food  Kolonaki serves up everything from a European tuna sandwich (made with tuna, lemon juice, capers, parsley, onions, carrots, olive oil and basil) to scrumptious specialty desserts.","['Food', 'tuna, lemon juice', 'capers', 'parsley', 'onions', 'specialty desserts']","['positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
3501,I went for the wine tasting dinner.,"['wine', 'dinner']","['neutral', 'positive']"
3502,The decor is a little plain and the seating is a touch too close but its worth it for the food.,"['decor', 'food']","['negative', 'positive']"
3503,"Food took over an hour despite at least two chasers, we had to track the server down to get extra drinks, the manager seemed to try and deliberately mislead us about the reason behind the delay and in the end the food was poor.","['server', 'drinks', 'manager']","['negative', 'neutral', 'negative']"
3504,Bartender made a bad drink for me and I sent it back and was charged for it.,"['Bartender', 'drink']","['neutral', 'negative']"
3505,"as appetizers, we ordered the zucchini flowers (rich savory) escargot-topped mushroom caps (mediocre).","['appetizers', 'zucchini flowers', 'escargot-topped mushroom']","['neutral', 'positive', 'negative']"
3506,When I look at the menu I was surprised at the relatively high price compared with other korean restaurants.,"['menu', 'price']","['neutral', 'negative']"
3507,"though the portions were smaller than average, the flavor and sauces that accompany them (truffle honey, cherries and peaches in mustard sauce) were all really good.","['portions', 'sauces', 'truffle honey', 'mustard sauce']","['negative', 'positive', 'neutral', 'neutral']"
3508,"their Stella on tap was almost flat, i saw the bartender whisking our beers to give them any sort of head.","['tap', 'bartender']","['neutral', 'negative']"
3509,"The restaurant is small so ask for seating in the front upstairs (the back, where we were sitting was incredibly hot) or on the first floor.","['seating', 'back']","['neutral', 'negative']"
3510,"The waiter could not have been more patient with us as we (okay, my wife) made her decision on appetizers.","['waiter', 'appetizers']","['positive', 'neutral']"
3511,"Went with my father without a reservation, and the maitre d' was very nice and sat us within 15 minutes of our arrival - we had been told that the wait would be an hour (this may be unusual).","['reservation', 'maitre', 'wait']","['neutral', 'positive', 'neutral']"
3512,"All of us enjoyed our meal, and for the price (~$185, w/ taxtip, 2 bottles of wine, 1 appetizer each, plus entrees) it was pretty impressive.","['meal', 'price', 'bottles of wine', 'entrees']","['positive', 'positive', 'neutral', 'neutral']"
3513,We were a large group and would highly recommend all the drinks and foodThe manager on duty was understanding that our friends were very late and held our reservation.,"['drinks', 'manager', 'reservation']","['positive', 'positive', 'neutral']"
3514,The hostess finally seated us at a table for two when there were three of us in an empty restaurant.,"['hostess', 'table']","['negative', 'neutral']"
3515,Once dinner ended the party really started going inside they were playing great music.,"['dinner', 'music']","['neutral', 'positive']"
3516,"The Food There's more here than top-quality sushi and sashimi, like sugar-coated foie gras with cashews and balsamic ginger sauce.","['Food', 'sashimi']","['neutral', 'positive']"
3517,"Seated in the upstairs part of the restaurant my party and I were subjected to rude, abrupt service and unmercifully long waits for our food.","['service', 'food']","['negative', 'neutral']"
3518,"The sign outside said, 26 beers on tap, however the bartender was unable to pull a pint from any of them.","['beers', 'tap', 'bartender']","['neutral', 'neutral', 'negative']"
3519,While we enjoyed the appetizers (kobe beef quesadillas and a mix of fries) the burgers themselves were not nearly as good.,"['appetizers', 'kobe beef', 'mix of fries', 'burgers themselves']","['positive', 'positive', 'positive', 'negative']"
3520,"Now admittedly I went at lunch, when presumably the kitchen and waitstaff are less taxed than at dinner, but everything was fine.","['kitchen', 'waitstaff', 'dinner']","['neutral', 'negative', 'neutral']"
3521,"Instead, the chef made me a special creation off the menu, and wow.","['chef', 'menu']","['positive', 'neutral']"
3522,"Management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper.","['Management', 'salt', 'pepper']","['negative', 'neutral', 'neutral']"
3523,I can only say that the soup dumplings are almost as good as Joe's Shanghai and some dishes I had (like Eight Spice appetizer) were tasty while others (Shanghai style Shumai) were less so.,"['soup dumplings', 'dishes', 'Eight Spice appetizer', 'style']","['positive', 'positive', 'positive', 'neutral']"
3524,During the summer the outdoor area is a great place to sit and eat you pizza.,"['outdoor area', 'pizza']","['positive', 'neutral']"
3525,"the staff is great, but the food is just ok.","['staff', 'food']","['positive', 'negative']"
3526,"An order of roast chicken is nicely crisped and moist, although the potato cubes alongside are limp.","['roast chicken', 'potato cubes']","['positive', 'negative']"
3527,from the hostess to the bartender to the waiter (who told us that we had to leave because the tables needed to be turned around more quickly even though it was a friends engagement dinner).,"['bartender', 'waiter', 'tables', 'dinner']","['negative', 'negative', 'neutral', 'neutral']"
3528,"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.","['cheese', 'pasta', 'manager']","['neutral', 'neutral', 'negative']"
3529,"After waiting over a month for weekend reservations, I would of rather gone to IL Baggato.","['waiting', 'reservations']","['negative', 'neutral']"
3530,"Paul's frozen seafood and the other cuts of meat were disappointing, with the only acceptable appetizers being the corn chowder and the gravlax.","['seafood', 'meat', 'appetizers', 'corn chowder', 'gravlax']","['negative', 'negative', 'positive', 'neutral', 'neutral']"
3531,"My g/f and I walked in one night, the owner greeted us at the door and took our coats, sat us in the back room (non-smoking at the time).","['owner', 'back room']","['positive', 'neutral']"
3532,The Scene A dark refurbished dining car hosts plenty of hipsters in carefully selected thrift-store clothing.,"['Scene', 'dining car', 'clothing']","['neutral', 'positive', 'positive']"
3533,"the tasty food keeps luring me back, but after placing an order with who i assume must be the same rude sunday manager i keep hearing about, i'm not sure i will again.","['food', 'manager']","['positive', 'negative']"
3534,(try the Queso Fundido and fire) Upstairs there is a dining room which is decorated with brightly colored mexican theme.,"['Queso', 'dining room', 'theme']","['neutral', 'neutral', 'positive']"
3535,"We got seated right away, We got a nice starter from the kitchen, unfortunately the waiter that brought it could not explain what it was, it was delicious though.","['starter', 'kitchen', 'waiter']","['positive', 'neutral', 'negative']"
3536,We did not get asked how I meal was nor did we get to our refill on waters until pretty much after the steak was finished.,"['meal', 'steak']","['neutral', 'negative']"
3537,"If you're looking for nonstop attention, a 20 page wine list and a waiter who puts your napkin on your lap, this is not the place to go.","['wine list', 'waiter']","['neutral', 'positive']"
3538,I recently attended a celebratory dinner here and I just want to warn everyone that the service is the worst I have ever experienced!,"['celebratory dinner', 'service']","['neutral', 'negative']"
3539,"I had sage-and-prosciutto-wrapped veal tenderloin; my companion had duck with delightful cranberry relish; both served with carefully complementing, delicious sides.","['duck', 'cranberry relish']","['neutral', 'positive']"
3540,"I must say I enjoyed their soup dumplings more than Joe's,but the other dishes were disappointing.","['soup dumplings', 'dishes']","['positive', 'negative']"
3541,"There is NO waiting area - waiters, diners,and staff all converge in a tight space.","['waiters', 'diners', 'staff', 'space']","['neutral', 'neutral', 'neutral', 'negative']"
3542,First had a cheese platter at the bar and then enjoyed a nice dinner with friends.,"['cheese platter', 'bar', 'dinner']","['neutral', 'neutral', 'positive']"
3543,"The food is always good, and you get a lot for your money (the entrees, which are about $7-$8, come with the main selection plus two small sides, such as some veggies and two spring rolls).","['food', 'sides', 'veggies', 'spring rolls']","['positive', 'neutral', 'neutral', 'neutral']"
3544,"As for the sides, the grits were more like soupy cheese sauce; the greens were okay.","['sides', 'grits', 'soupy cheese sauce', 'greens']","['neutral', 'neutral', 'neutral', 'positive']"
3545,"There was a fire crackling in the dining room, the bar was a finished copper, the stools were leather, and the lighting wasn't dim nor bright, but just.","['dining room', 'bar', 'stools', 'lighting']","['neutral', 'negative', 'negative', 'negative']"
3546,"After we waited nearly 25 minutes for our food (the place wasnt crowded), our waiter forgot some of our order and brought out a salad when we asked for everything to come out all at once.","['food', 'waiter']","['neutral', 'negative']"
3547,Within 3 minutes after we sat the waiter was hovering over us to get our food order.,"['waiter', 'food']","['positive', 'neutral']"
3548,"To be honest, it cost $95 for two adults and a kid (including only two beers for the adults), and the only things worth eating were the raw oysters, information about which the staff was not too sure.","['beers', 'staff']","['neutral', 'negative']"
3549,"The service was good, if a little slow, and the place was very crowded (which can be comforting, but on a date it may be hard with the constant noise).","['service', 'noise']","['positive', 'negative']"
3550,"Intrigued by the ambience of the restaurant, some friends and I decided to have dinner at Paladar on Saturday night.","['ambience', 'dinner']","['negative', 'neutral']"
3551,"For an appetizer try the chicken raviolis, and for dinner try the beef briolle.","['appetizer', 'chicken', 'dinner', 'beef briolle']","['neutral', 'positive', 'neutral', 'positive']"
3552,"The space is small and they don't take reservations, but go next door to the bar while you wait and have some very yummy sakatini's that are made with fresh fruit.","['space', 'bar', 'fruit']","['negative', 'neutral', 'positive']"
3553,"7A is open 24/7 and is great for lunch, brunch or a late night visit after partying all night.","['7A', 'lunch', 'brunch']","['neutral', 'positive', 'positive']"
3554,") While the location and ambiance sure are nice, I found the price a bit expensive considering the quality of the food was nothing spectacular.","['location', 'food']","['positive', 'negative']"
3555,This restaurant has taken the trend of serving tiny portions on oversized plates to a new level.,"['serving', 'plates']","['neutral', 'negative']"
3556,"The bar has a large selection of beers on tap,bottles or cans.","['bar', 'selection', 'beers', 'tap']","['neutral', 'positive', 'neutral', 'neutral']"
3557,I had dinner with 5 friends at Blue Smoke last night and was totally impressed with the way the food has developed.,"['dinner', 'food']","['neutral', 'positive']"
3558,Came here with a date and immediately liked the room and nice bar scene even though we had a bit of a wait despite a reservation.,"['bar scene', 'reservation']","['positive', 'neutral']"
3559,They are served with a free appetizer and the portions are perfect for lunch.,"['appetizer', 'lunch']","['positive', 'neutral']"
3560,"The waitress conveniently added in her tip into our bill, charged $10 for each margarita.","['waitress', 'margarita']","['negative', 'neutral']"
3561,"Our waitress left halfway through dinner, without explanation, and was replaced by another waiter.","['waitress', 'dinner']","['negative', 'neutral']"
3562,The food was good but nothing to write home about - the rack of lamb was a bit too fatty.,"['food', 'rack of lamb']","['positive', 'negative']"
3563,"A very pretty setting to have a meal, but unfortunately the service and food don't match the atmosphere.","['service', 'food', 'atmosphere']","['negative', 'negative', 'positive']"
3564,"Waiter was a strange bird and when told we wanted to enjoy our dining experience and not be rushed through dinner, he assured us it takes 30 minutes to get entrees once food was ordered.","['Waiter', 'dining', 'dinner', 'entrees']","['negative', 'positive', 'neutral', 'neutral']"
3565,"When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.","['bill', 'appetizers', 'served']","['neutral', 'neutral', 'negative']"
3566,"Sit at the bar, order a glass of wine, and grab an appetizer: they'll also bring you olives, parmesan cheese, a huge loaf of delicious bread and 3 dipping sauces.","['bar', 'glass of wine', 'appetizer', 'bread']","['neutral', 'neutral', 'neutral', 'positive']"
3567,"The only thing better than the pizza (if possible), are the meatball and the eggplant parm heros.","['pizza', 'meatball', 'eggplant parm heros']","['neutral', 'positive', 'positive']"
3568,"Although it lacks the patina of places like Peter Luger's and Sparks, it still has a steakhouse's telltale wood paneling, chalkboard specials and decorative wine bottles.","['Peter', 'specials', 'wine bottles']","['neutral', 'neutral', 'positive']"
3569,The menu is an exact replica of its sister location in New Mexico - right down to the Frito Pie (don't knock it till you've tried) and a killer array of margaritas.,"['menu', 'Frito Pie']","['neutral', 'positive']"
3570,The osso buco is to die for and my favorite appetizer was the artichoke served on bed of frisee with a warm poached egg topped with parmesan cheese.,"['appetizer', 'artichoke served', 'warm poached egg topped with parmesan cheese']","['positive', 'neutral', 'neutral']"
3571,"If coming to Tea and Anthipathy (yea u heard me) during conventional dining hours, expect a good long wait on the curb till tables open up.","['dining', 'wait']","['neutral', 'negative']"
3572,"For entree selections we had the chicken cacciatore, head on shrimp (in a honey glaze) spectacular, mozzarella en carozza (a little bit on the fishy side due to the anchovies) and the sliced italian meats, sapprosota to die for.","['entree', 'shrimp']","['neutral', 'positive']"
3573,But what would have been a pleasant experience was spoiled by the attitude and actions of the wait staff and the management.,"['attitude', 'wait staff', 'management']","['neutral', 'positive', 'positive']"
3574,Why would anyone ever go here when the same food (and menu) is double the price of Baba and Jaya in Chinatown.,"['food', 'menu', 'price']","['neutral', 'neutral', 'negative']"
3575,"Taci then moved to NYU, to a space as warm as an igloo, with an equally cold atmosphere, an attempt at a more upscale menu, and with all the charm of a pizza joint.","['space', 'atmosphere', 'menu']","['positive', 'positive', 'neutral']"
3576,"I got a full 1/2 chicken, 4 ribs and a decent sized pile of brisket and pulled pork with a corn muffin filled with actual corn.","['ribs', 'brisket', 'pork']","['neutral', 'positive', 'neutral']"
3577,"If you would like to charge us 5 dollars for service that would be fine, though comming from a restaurant where we buy a dessert for a bithday I thinks it's a bit cheap.","['service', 'dessert']","['positive', 'neutral']"
3578,"The Food Despite a menu that seems larger than the restaurant, great care goes into the preparation of every dish.","['Food', 'menu', 'dish']","['positive', 'neutral', 'positive']"
3579,"However the manager, who refused to come to our table to discuss it, said we were wrong (through the poor waitress) and would not replace our bottle.","['manager', 'table', 'waitress']","['negative', 'neutral', 'negative']"
3580,Our server seemed to be new because he continually had to go back to the kitchen to check on menu items.,"['server', 'menu']","['negative', 'neutral']"
3581,Thought we were going to have a winner from the pleasant person on the other side of the phone when I called for our reservation.,"['person', 'reservation']","['positive', 'neutral']"
3582,"The matre de ignored what I said about my girlfriend having to look for a waiter to refill her glass (twice), I mentioned about my rice, he said, You should have spoken up.","['waiter', 'rice']","['negative', 'neutral']"
